;City;Place_ID;Place_Name;Cuisine;Address;Phone Number;Price level;Avg rating;Amount of ratings;Vegetarian;Beer;Wine;Opening Hours;tags
32;Gdańsk;ChIJvW-Ek8B1_UYR6pN6y7EJQ4M;Cartel Mexican Food and Smash;['mexican'];Stanisława Lema 2/7, 80-126 Gdańsk, Poland;+48 572 546 635;2.0;4.7;338;False;True;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1400'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1400'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1400'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1400'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1400'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
33;Gdańsk;ChIJf3VHdkhz_UYRb85uLPt9Avg;Casa del Gusto;['italian'];Szafarnia 11/U15, 80-755 Gdańsk, Poland;+48 609 883 333;2.0;4.4;1182;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
34;Sopot;ChIJ85Ne-5AK_UYRiexo_-nnSh8;Cały Gaweł Cantine Bar Cafe;['turkish'];Dworcowa 7, 81-835 Sopot, Poland;+48 604 173 717;2.0;4.6;5343;True;True;True;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0855'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0855'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0855'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0855'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0855'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0855'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0855'}}];['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']
35;Gdańsk;ChIJ07w_7sZ1_UYRJhfK1gDFuW4;Chang - Thai Street Food;['chinese'];Romana Dmowskiego 15, 80-264 Gdańsk, Poland;+48 889 726 936;2.0;4.3;900;True;True;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
36;Sopot;ChIJK1KiT6sL_UYRg69JJLPhIwk;Chianti Grill Bar;['italian'];Generała Kazimierza Pułaskiego 19/1, 81-762 Sopot, Poland;+48 798 833 233;2.0;4.4;708;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
37;Gdańsk;ChIJQwLtSyEL_UYRu_qtN6mrhiE;Chilly Willy;['mexican'];Jantarowa 16, 80-341 Gdańsk, Poland;+48 501 359 698;2.0;3.6;2291;False;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0400'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0400'}, 'open': {'day': 6, 'time': '0900'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
38;Gdańsk;ChIJRyAgoJlz_UYRCCuTl6jvQlQ;China Hotpot & Grill;['chinese'];Lisia Grobla 7, 80-860 Gdańsk, Poland;+48 518 858 888;2.0;4.8;58;False;False;False;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
39;Gdynia;ChIJ60zWk9un_UYRS9zs1wDjUkw;Chinese Wok;['chinese'];Świętojańska 62, 81-381 Gdynia, Poland;+48 881 918 066;2.0;4.7;626;True;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
40;Gdynia;ChIJkZ194oOn_UYR6kT5tDaIlP4;Ciao Gdynia Wine & Cocktail Bar;['italian'];Starowiejska 20, 81-356 Gdynia, Poland;+48 539 993 992;2.0;4.8;68;False;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 6, 'time': '0100'}, 'open': {'day': 5, 'time': '1500'}}, {'close': {'day': 0, 'time': '0100'}, 'open': {'day': 6, 'time': '1100'}}];['liquor_store', 'night_club', 'cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']
41;Gdynia;ChIJwzKEOpUK_UYRM1QDyu-wtc8;Cozzi Ristorante - restauracja włoska;['italian', 'french'];Władysława IV 49, 81-384 Gdynia, Poland;+48 58 719 01 04;2.0;4.7;2134;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
42;Gdynia;ChIJtVrtnoGn_UYRkmgGJQV3vZQ;Coś Włoskiego;['pizza'];Ignacego Jana Paderewskiego 2/U2, 81-198 Pogórze, Poland;+48 516 516 298;2.0;4.8;476;True;True;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['meal_delivery', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']
43;Gdynia;ChIJh9tHDDCn_UYRSfQJFO84Wlw;Crudo;['french'];Świętojańska 43, 81-391 Gdynia, Poland;+48 577 534 662;2.0;4.7;917;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
44;Gdańsk;ChIJ9e911dVz_UYR575GHjN4QhY;Curry Leaves;['indian'];MONTOWNIA FOOD HALL, Lisia Grobla 7/Lok 12, 80-860 Gdańsk, Poland;+48 729 633 166;2.0;4.8;263;True;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2330'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2330'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
45;Gdańsk;ChIJyZSvMdBz_UYRnZsvtcO4CGE;Czebureki krymskie;['turkish'];Plac Dominikański 1/2, 80-844 Gdańsk, Poland;;1.0;4.9;762;False;False;False;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1000'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
46;Gdynia;ChIJaS4rPySn_UYRI4_f33uOaoo;Czerwony Piec;['italian', 'pizza'];Starowiejska 40C, 81-356 Gdynia, Poland;+48 730 531 314;2.0;4.7;5742;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
47;Sopot;ChIJbfT5r5QL_UYRh5rSdIdlrbQ;Da Matti;['italian', 'pizza'];Bohaterów Monte Cassino 15, 81-704 Sopot, Poland;+48 517 532 129;2.0;4.8;3076;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1400'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1400'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1400'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1300'}}];['meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']
48;Gdańsk;ChIJSzoKvw8L_UYREPKj1GKdrbo;Delhi House;['indian'];Bolesława Krzywoustego 49c, 80-360 Gdańsk, Poland;+48 690 060 640;2.0;4.0;337;True;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
49;Gdańsk;ChIJR21-Y0oL_UYRnct9zfFMH9Y;Desi Kebab;['turkish', 'indian'];Pomorska 24A/8, 80-333 Gdańsk, Poland;+48 515 579 222;1.0;4.5;517;False;False;False;[{'close': {'day': 1, 'time': '0030'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 4, 'time': '0030'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 5, 'time': '0030'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0030'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0030'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
50;Gdańsk;ChIJ2-pAgsp1_UYREMkoTwnoiRo;Dolce Pomodoro;['italian'];Alfonsa Flisykowskiego 15, 80-180 Gdańsk, Poland;+48 690 011 812;2.0;4.8;1405;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
51;Gdańsk;ChIJfUz7vyJz_UYRV-2CZL883bU;Dolce Vita Ristorante;['italian'];Świętojańska 43, 80-840 Gdańsk, Poland;+48 577 895 995;2.0;4.5;188;False;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1400'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1400'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1400'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1400'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
52;Gdańsk;ChIJRWwb9HZz_UYRHIAOApmzO4c;Dom Sushi;['japanese', 'sushi'];Targ Rybny 11, 80-838 Gdańsk, Poland;+48 513 180 450;2.0;4.5;1747;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
53;Gdynia;ChIJuczzhBWh_UYRe7y-SAwvAeY;Dos Amigos;['mexican'];Paprykowa, 81-591 Gdynia, Poland;+48 794 502 526;2.0;4.4;380;False;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
54;Gdańsk;ChIJ68RwCh5z_UYRKp8_LBO8fu4;El Mariachi Tequila&Cocktail Bar & Club;['mexican'];Grodzka 16, 80-841 Gdańsk, Poland;+48 516 706 198;2.0;4.7;407;False;True;True;[{'close': {'day': 1, 'time': '0400'}, 'open': {'day': 0, 'time': '1700'}}, {'close': {'day': 2, 'time': '0400'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 3, 'time': '0400'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 4, 'time': '0400'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 5, 'time': '0400'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 6, 'time': '0500'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 0, 'time': '0500'}, 'open': {'day': 6, 'time': '1700'}}];['night_club', 'bar', 'point_of_interest', 'establishment']
55;Sopot;ChIJ188fbegK_UYRsRZ5k3FZ_-A;El Regreso;['mexican'];Wejście na plaże, numer 38, Bitwy pod Płowcami 67a, 81-731 Sopot, Poland;+48 690 663 976;2.0;4.5;775;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']
56;Gdynia;ChIJpa9LHDan_UYRrE8VJTmZtFg;F. Minga;['french'];Bulwar Nadmorski im.Feliksa Nowowiejskiego, 81-980 Gdynia, Poland;+48 501 615 218;2.0;4.4;3942;True;True;True;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0930'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 6, 'time': '0100'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 0, 'time': '0100'}, 'open': {'day': 6, 'time': '0930'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
57;Sopot;ChIJZ1nibpIK_UYR1EtyjHHblmY;Familia Marco Polo;['turkish', 'chinese'];Grunwaldzka 25, 81-751 Sopot, Poland;+48 660 709 175;3.0;4.6;482;False;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
58;Gdańsk;ChIJNbpCB6Bz_UYRe9NBAKT2V38;Farina;['pizza'];89, Szeroka, 80-835 Gdańsk, Poland;+48 575 890 089;2.0;4.5;1228;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']
59;Gdańsk;ChIJjRsBoy91_UYR8bf0UJODJz8;Faro Gdańsk;['italian', 'pizza'];Leszczyńskich 11C/parter, 80-464 Gdańsk, Poland;+48 690 239 699;2.0;4.8;278;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
60;Gdańsk;ChIJy0V-UtF1_UYRAUkwrC67Iwc;Ferrara Cucina Italiana;['italian'];Antoniego Słonimskiego 6/U2, 80-280 Gdańsk, Poland;+48 502 303 060;2.0;4.7;708;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
61;Sopot;ChIJp9ReZvAL_UYRh7Sq431INME;Ferrara Sopot Pizza;['italian', 'pizza'];Króla Jana Kazimierza 1, 81-742 Sopot, Poland;+48 502 404 030;2.0;4.7;760;False;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
